,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100
496,103.488111,2255.77771,7886210.98,147.636386,2216.86351,8024079.37,429.684549,2203.5488,8476350.32,4000.19119,2223.00911,7881645.51,41961.7274,2235.75016,8156081.26,103.488111,2255.77771,7886210.98,7886210.98,2256.65192,-3409.69305,-0.244203082,147.636386,2216.86351,8024079.37,8024079.37,2217.75164,-3292.97527,-0.235279048,429.68455,2203.5488,8476350.32,8476350.32,2204.43404,-3300.37106,-0.23873025,4000.1912,2223.00911,7881645.51,7881645.51,2223.88866,-2787.36905,-0.207098823,41961.7274,2235.75016,8156081.26,8156081.26,2236.62554,-2605.08877,-0.189672184,103.488111,0.00539648338,0.00260467987,147.63633,0.00521950047,0.00279166099,429.509591,0.00413802967,0.00273796922,3931.45794,0.00382272638,0.00456368901,41364.9214,0.00354247222,0.0986119591,103.488111,2255.77771,7886210.98,7886210.98,2256.76264,-460.814446,-0.0286042378,147.63633,2216.86426,8024080.96,8024080.96,2217.86646,-323.868755,-0.0199326313,429.509592,2204.3429,8478236.25,8478236.25,2205.35078,-111.026756,-0.00664848811,3931.45794,2258.71721,7944127.28,7944127.28,2259.70084,45.7663203,0.00283136304,41364.9214,2265.36255,8211168.13,8211168.13,2266.32956,9.89437485,0.000596738054
50,342.390036,61.7199303,16.6762434,425.597738,61.7462998,16.9168676,788.30116,62.0982998,19.7139836,6495.44515,62.5252955,22.8562871,62256.7338,62.5781589,23.2258708,342.390036,61.7199303,16.6762434,7408059.48,2275.13441,-3607.03023,-0.32452521,425.597738,61.7462998,16.9168676,7508676.47,2281.60821,-3185.64959,-0.282654779,788.30116,62.0982998,19.7139836,7913188.23,2330.12698,-2589.40993,-0.207318408,6495.44515,62.5252955,22.8562871,8351850.26,2263.11669,-2918.62096,-0.211243574,62256.7338,62.5781589,23.2258708,8097061.12,2261.75131,-2750.33824,-0.20055634,342.390036,0.00177776795,0.00110618768,425.597738,0.00189547981,0.00117307784,788.30116,0.00222641033,0.00135296041,6495.44515,0.00228734405,0.00196126209,62256.7338,0.0033749035,2.21787434,1.0,66.0,0.0,7408059.48,2275.25454,0.00179828277,0.0,1.0,66.0,0.0,7508678.26,2281.72844,0.526065031,0.0,1.0,66.0,0.0,7918136.59,2333.66464,32.1006137,0.0,1.03106843,65.8889814,1.04467004,8417469.32,2299.09175,-18.0217974,-0.00607739918,5.59057979,63.1110685,20.399956,8138711.25,2285.41005,4.89003648,0.000379506888
85,59.7600606,61.5369657,15.6334508,135.133788,61.9384045,18.8464346,462.923477,62.3553374,21.805604,5043.89999,62.5591783,23.1108261,59767.5984,62.5740993,23.1985823,59.7600606,61.5369657,15.6334508,6437451.83,2182.22505,-2328.32289,-0.23209126,135.133788,61.9384045,18.8464346,7338512.69,2182.02697,-3482.03026,-0.296083301,462.923477,62.3553374,21.805604,8476100.39,2260.59386,-3738.13834,-0.274962371,5043.89999,62.5591783,23.1108261,8413035.68,2276.64968,-3235.35796,-0.232026847,59767.5984,62.5740993,23.1985823,8214075.79,2259.84689,-2783.55647,-0.201646163,59.7600606,0.00981953591,0.00477880017,135.133788,0.00543496104,0.00248840102,462.923477,0.00361422969,0.00164940313,5043.89999,0.00291577583,0.00162663028,59767.5984,0.00284133188,0.890359193,1.0,60.0,1.36424205e-12,6437451.84,2182.18226,4.90784107,1656.10465,1.00000037,60.0000001,6.66040251e-07,7338516.65,2181.97553,62.4337755,28.2400342,1.01902766,60.02784,0.322790764,8477074.36,2261.07889,313.764667,0.189679541,4.32041213,62.4026288,22.1032443,8427304.07,2283.93121,-320.200441,-0.0234611654,6.65431008,62.8147844,24.7291179,8256108.92,2282.59734,-506.170249,-0.0354245707
486,307.534845,62.0844293,19.854609,371.091183,62.1931163,20.6465518,783.888401,62.3864842,22.0023248,6584.52466,62.5452078,23.0239818,62349.1547,62.5716148,23.1410768,307.534845,62.0844293,19.854609,8593521.49,2587.35764,-1918.85695,-0.146901539,371.091183,62.1931163,20.6465518,8438069.93,2494.48136,-2219.14918,-0.168128436,783.888401,62.3864842,22.0023248,8221994.73,2261.77546,-3068.17146,-0.228116523,6584.52466,62.5452078,23.0239818,8444229.33,2222.59561,-2853.4338,-0.204643321,62349.1548,62.5716148,23.1410768,8225724.06,2236.04447,-2624.79325,-0.190246314,307.534845,0.00138098158,0.000445981157,371.091183,0.00181774768,0.000747251473,783.888401,0.00215130529,0.0010443617,6584.52466,0.00225459622,0.00188474042,62349.1547,0.00234800174,0.0610245362,1.0,60.0,1.15369403e-09,8667636.14,2653.0166,-0.923565599,-9.23574832,1.00001408,60.0000033,3.83337838e-05,8588683.62,2613.94983,-17.939789,-0.988696925,1.07658806,60.1019343,1.17212003,8511705.37,2424.47703,-149.28472,-0.0472629714,5.41142402,62.1961017,20.6520724,8562770.92,2279.45247,-9.5284332,-0.00071652692,8.02895554,62.4753375,22.5866369,8286852.71,2268.07941,3.62041509,0.000264629205
628,118.119861,2510.80991,8013774.67,146.153268,2485.96282,7880091.54,426.783145,2345.163,8063224.81,4690.59094,2259.88804,8127629.85,41051.6249,2256.64167,7937773.01,118.119861,2510.80991,8013774.67,8013774.67,2511.60075,-2943.17225,-0.204102375,146.153268,2485.96282,7880091.54,7880091.54,2486.75843,-2943.04813,-0.20863524,426.783145,2345.163,8063224.81,8063224.81,2345.99668,-2327.96951,-0.170880594,4690.59094,2259.88804,8127629.85,8127629.85,2260.75388,-2476.89689,-0.180655163,41051.6249,2256.64167,7937773.01,7937773.01,2257.50943,-2617.90862,-0.192561464,118.119861,0.0052363574,0.00306295836,146.153268,0.00548392505,0.00316338807,426.775104,0.00405231209,0.00222418825,4679.63913,0.00315624448,0.00215444613,40630.264,0.00627330516,5.72400936,118.119861,2510.80991,8013774.67,8013774.67,2511.69486,-611.413135,-0.0376417539,146.153268,2485.96282,7880091.54,7880091.54,2486.8566,195.44909,0.012136971,426.775104,2345.20343,8063289.42,8063289.42,2346.15081,718.423376,0.0441118571,4679.63913,2264.717,8136577.33,8136577.33,2265.69649,115.339524,0.0070412529,40630.2635,2278.22152,7974148.31,7974148.31,2279.12374,26.4675577,0.0016881219
472,78.7397177,2792.52616,6314562.7,135.320251,2509.43513,7177531.18,445.732526,2286.96356,7523410.15,4441.54422,2229.12508,8015052.78,41698.6007,2230.45301,8208434.41,78.7397177,2792.52616,6314562.7,6314562.7,2793.21507,-582.004415,-0.0526731155,135.320251,2509.43513,7177531.18,7177531.18,2510.21511,-1358.13923,-0.105799065,445.732526,2286.96356,7523410.15,7523410.15,2287.8234,-1988.41499,-0.148453122,4441.54422,2229.12508,8015052.78,8015052.78,2230.00398,-2510.45814,-0.183833293,41698.6007,2230.45301,8208434.41,8208434.41,2231.33054,-2653.49406,-0.192495397,78.7397177,0.00707190247,0.00345005343,135.320251,0.00541397124,0.00256176683,445.728761,0.00374646662,0.0016686677,4388.46256,0.00333531036,0.00138847102,41001.8628,0.00362120222,0.204754024,78.7397177,2792.52616,6314562.7,6314562.7,2793.32195,-984.183596,-0.0680471529,135.320251,2509.43513,7177531.18,7177531.18,2510.32061,-537.038945,-0.0348777831,445.728761,2286.98082,7523438.08,7523438.08,2287.95233,-80.0073438,-0.0050825448,4388.46256,2253.8822,8059930.17,8059930.17,2254.86794,41.1897913,0.00252969244,41001.8628,2265.29992,8274119.12,8274119.12,2266.26128,20.3077328,0.00121796988
344,278.709435,62.9683571,24.421132,317.959124,62.8732022,23.9846762,654.521932,62.6161313,22.9553148,6010.07305,62.5850565,23.2255816,49566.1138,62.5884161,23.292768,278.709435,62.9683571,24.421132,10444488.7,2331.35349,-5405.71892,-0.338475292,317.959124,62.8732022,23.9846762,10411497.7,2386.83614,-4944.26972,-0.312880589,654.521933,62.6161313,22.9553147,9414287.5,2381.62066,-3101.3569,-0.210967906,6010.07305,62.5850565,23.2255816,7893984.69,2244.09995,-2955.86876,-0.218299986,49566.1138,62.5884161,23.292768,7894240.71,2235.18019,-2798.43837,-0.20637164,278.709435,0.00279565728,0.00246804345,317.959124,0.00301515319,0.0026000125,654.521932,0.00273562112,0.0018792046,6010.07305,0.00243510895,0.00102428444,49566.1138,0.00917009743,13.1904536,1.99756952,62.9963498,8.99998668,10444496.2,2331.3573,905.9512,0.0934415692,1.998541,62.9978099,8.9999952,10412091.8,2387.08502,928.193135,0.0958844581,1.99951343,62.99927,8.99999947,9465960.46,2406.28953,935.816773,0.10138816,1.99995133,62.999927,8.99999999,7967674.53,2285.49416,887.453213,0.104799309,1.99999513,62.9999927,9.0,7959845.03,2272.92347,882.420369,0.104256217
10,444.922295,61.8729542,18.4069219,500.728992,61.9272703,18.7459523,819.854972,62.2357585,20.8983559,6903.13923,62.5828576,23.1923126,57425.5928,62.5879522,23.2795037,444.922295,61.8729542,18.4069219,7541095.33,2667.43795,-3110.01066,-0.263969698,500.728992,61.9272703,18.7459523,7611515.13,2656.55461,-2771.61933,-0.232030069,819.854972,62.2357585,20.8983559,7889570.18,2517.91971,-2275.00379,-0.177173756,6903.13923,62.5828576,23.1923126,8098894.28,2286.13109,-2844.84568,-0.207574414,57425.5928,62.5879522,23.2795037,7958878.4,2257.5387,-2667.16349,-0.1959462,444.922295,0.00207705349,0.00293685052,500.728992,0.00251841021,0.00366607736,819.854972,0.00274145804,0.00404715848,6903.13923,0.00216829236,0.00233445008,57425.5928,0.00535098429,5.97547442,1.00000509,60.0000129,0.000150545326,7541136.05,2667.45119,151.190736,4.48717654,1.00145008,60.0038565,0.0448758861,7612146.79,2657.3195,65.8758714,0.112710993,1.41401727,60.8175206,8.82594711,7899890.9,2526.44986,-205.789166,-0.0246451406,6.27572364,62.3963942,22.0587109,8152787.18,2316.74073,439.237079,0.0327533615,7.80481557,62.4905001,22.6875472,8008476.52,2286.75596,564.949219,0.041912222
176,64.4979697,2143.19521,8087013.29,138.368911,2130.54509,7917347.69,422.679804,2195.33432,7942845.83,3766.15811,2258.75779,7728326.84,41088.5757,2263.53385,8141053.17,64.4979697,2143.19521,8087013.29,8087013.29,2144.12219,-4018.48824,-0.276170287,138.368911,2130.54509,7917347.68,7917347.68,2131.47315,-4195.38601,-0.296516492,422.679805,2195.33432,7942845.83,7942845.83,2196.22945,-3880.09078,-0.28073874,3766.15811,2258.75779,7728326.84,7728326.84,2259.62448,-2563.93976,-0.191482905,41088.5757,2263.53385,8141053.17,8141053.17,2264.39876,-2694.43278,-0.195912742,64.4979697,0.00754406367,0.00289873101,138.368886,0.00507276113,0.00226799073,422.610992,0.00402868246,0.0020935611,3735.14374,0.00398274971,0.00356477702,40599.2826,0.00443732642,1.84588586,64.4979697,2143.19521,8087013.29,8087013.29,2144.3382,468.120704,0.0411532404,138.368886,2130.54545,7917348.38,7917348.38,2131.69517,-549.400504,-0.0488134245,422.610993,2195.67007,7943444.96,7943444.96,2196.78565,-1475.91913,-0.13091763,3735.14374,2276.26439,7755048.6,7755048.6,2277.34047,-1857.82973,-0.16678372,40599.2825,2288.64155,8185562.72,8185562.72,2289.7118,-1896.36056,-0.165705397
144,130.754507,2438.72091,8253433.81,151.351198,2446.34243,8293828.69,394.380317,2350.56187,8308868.45,4019.14173,2280.52618,7794643.38,37658.8793,2254.39136,7907752.25,130.754507,2438.72091,8253433.81,8253433.81,2439.53421,-4720.84027,-0.323144908,151.351198,2446.34243,8293828.69,8293828.69,2447.15176,-4114.49095,-0.282988674,394.380317,2350.56187,8308868.45,8308868.45,2351.40074,-3180.47403,-0.222055556,4019.14173,2280.52618,7794643.38,7794643.38,2281.38518,-2853.46932,-0.211353086,37658.8793,2254.39136,7907752.25,7907752.25,2255.2599,-2631.7549,-0.193992348,130.752043,0.00591180459,0.00517744424,151.288651,0.00636516188,0.00549190321,392.756542,0.00465595918,0.00347984418,3984.70688,0.003715212,0.00278619868,37157.6353,0.00878959199,10.3325342,130.752043,2438.76182,8253499.73,8253499.73,2439.67288,-3120.02125,-0.189312345,151.288651,2447.24326,8295277.15,8295277.15,2448.15116,-1979.58069,-0.119826305,392.756542,2359.19119,8324966.45,8324966.45,2360.13295,-45.2275936,-0.00273313216,3984.70688,2299.02582,7821874.33,7821874.33,2299.99059,10.1463109,0.000631695413,37157.6345,2282.50586,7954324.56,7954324.56,2283.4062,-89.6419846,-0.00572663134
